SOC_g_kg,log_SOC,depth_bin
6.8,2.0541237336955462,0-20cm
6.7,2.0412203288596382,20-50cm
5.0,1.791759469228055,50-100cm
3.8,1.5686159179138452,50-100cm
7.4,2.128231705849268,0-20cm
1.7,0.9932517730102833,20-50cm
1.9,1.0647107369924282,20-50cm
7.9,2.186051276738094,50-100cm
2.3,1.1939224684724346,>100cm
6.0,1.9459101490553132,0-20cm
4.9,1.7749523509116738,0-20cm
4.7,1.7404661748405046,20-50cm
17.9,2.9391619220655967,0-20cm
24.5,3.2386784521643803,20-50cm
8.4,2.2407096892759584,50-100cm
2.9,1.3609765531356006,50-100cm
7.1,2.0918640616783932,0-20cm
7.4,2.128231705849268,20-50cm
6.2,1.9740810260220096,50-100cm
5.1,1.8082887711792655,50-100cm
12.9,2.631888840136646,0-20cm
10.0,2.3978952727983707,0-20cm
7.6,2.151762203259462,20-50cm
5.4,1.8562979903656263,0-20cm
4.7,1.7404661748405046,0-20cm
8.0,2.1972245773362196,50-100cm
3.0,1.3862943611198906,50-100cm
1.7,0.9932517730102833,>100cm
1.4,0.8754687373538999,0-20cm
2.2,1.1631508098056809,20-50cm
1.8,1.0296194171811583,50-100cm
2.1,1.1314021114911006,>100cm
9.0,2.302585092994046,0-20cm
3.8,1.5686159179138452,0-20cm
4.3,1.667706820558076,20-50cm
4.9,1.7749523509116738,50-100cm
8.1,2.2082744135228043,0-20cm
3.4,1.4816045409242156,20-50cm
5.9,1.9315214116032138,>100cm
6.8,2.0541237336955462,0-20cm
4.2,1.6486586255873816,20-50cm
5.5,1.8718021769015913,50-100cm
5.6,1.8870696490323797,>100cm
10.7,2.4595888418037104,0-20cm
6.4,2.0014800002101243,20-50cm
4.8,1.7578579175523736,20-50cm
4.4,1.6863989535702288,50-100cm
16.5,2.8622008809294686,0-20cm
7.4,2.128231705849268,20-50cm
10.5,2.4423470353692043,50-100cm
7.7,2.1633230256605382,>100cm
5.9,1.9315214116032138,0-20cm
4.2,1.6486586255873816,0-20cm
6.0,1.9459101490553132,>100cm
1.4,0.8754687373538999,0-20cm
4.1,1.62924053973028,20-50cm
5.1,1.8082887711792655,50-100cm
7.5,2.1400661634962708,50-100cm
1.2,0.7884573603642702,0-20cm
0.7,0.5306282510621704,0-20cm
5.3,1.840549633397487,0-20cm
8.9,2.2925347571405443,0-20cm
8.0,2.1972245773362196,0-20cm
5.5,1.8718021769015913,20-50cm
4.7,1.7404661748405046,50-100cm
12.2,2.580216829592325,0-20cm
7.2,2.1041341542702074,20-50cm
5.5,1.8718021769015913,20-50cm
9.3,2.33214389523559,0-20cm
4.9,1.7749523509116738,20-50cm
4.4,1.6863989535702288,50-100cm
10.2,2.4159137783010487,0-20cm
10.0,2.3978952727983707,20-50cm
7.5,2.1400661634962708,50-100cm
6.1,1.9600947840472698,50-100cm
7.7,2.1633230256605382,0-20cm
4.9,1.7749523509116738,20-50cm
6.1,1.9600947840472698,0-20cm
3.5,1.5040773967762742,20-50cm
2.4,1.2237754316221157,50-100cm
9.1,2.312535423847214,0-20cm
6.0,1.9459101490553132,50-100cm
10.0,2.3978952727983707,0-20cm
6.7,2.0412203288596382,20-50cm
3.6,1.5260563034950494,50-100cm
10.1,2.4069451083182885,0-20cm
5.5,1.8718021769015913,20-50cm
3.3,1.4586150226995167,20-50cm
4.3,1.667706820558076,50-100cm
5.0,1.791759469228055,>100cm
8.8,2.2823823856765264,0-20cm
6.1,1.9600947840472698,0-20cm
4.9,1.7749523509116738,50-100cm
9.1,2.312535423847214,0-20cm
5.0,1.791759469228055,20-50cm
3.1,1.410986973710262,20-50cm
7.7,2.1633230256605382,0-20cm
5.5,1.8718021769015913,20-50cm
3.3,1.4586150226995167,50-100cm
6.9,2.066862759472976,0-20cm
5.9,1.9315214116032138,20-50cm
3.9,1.589235205116581,50-100cm
3.9,1.589235205116581,0-20cm
2.4,1.2237754316221157,20-50cm
1.9,1.0647107369924282,50-100cm
3.2,1.4350845252893227,0-20cm
3.8,1.5686159179138452,20-50cm
2.5,1.252762968495368,50-100cm
3.8,1.5686159179138452,0-20cm
1.4,0.8754687373538999,20-50cm
1.1,0.7419373447293773,50-100cm
9.1,2.312535423847214,0-20cm
3.1,1.410986973710262,0-20cm
1.8,1.0296194171811583,20-50cm
1.7,0.9932517730102833,>100cm
4.9,1.7749523509116738,0-20cm
3.3,1.4586150226995167,20-50cm
2.0,1.0986122886681098,0-20cm
1.5,0.9162907318741551,20-50cm
1.3,0.832909122935104,50-100cm
4.9,1.7749523509116738,0-20cm
2.7,1.308332819650179,20-50cm
1.6,0.9555114450274363,50-100cm
3.3,1.4586150226995167,0-20cm
1.6,0.9555114450274363,20-50cm
4.8,1.7578579175523736,0-20cm
2.7,1.308332819650179,20-50cm
2.5,1.252762968495368,50-100cm
5.4,1.8562979903656263,0-20cm
2.5,1.252762968495368,20-50cm
0.8,0.5877866649021191,50-100cm
1.6,0.9555114450274363,0-20cm
1.7,0.9932517730102833,20-50cm
1.6,0.9555114450274363,50-100cm
3.5,1.5040773967762742,0-20cm
2.3,1.1939224684724346,20-50cm
1.9,1.0647107369924282,50-100cm
2.6,1.2809338454620642,50-100cm
3.2,1.4350845252893227,0-20cm
4.5,1.7047480922384253,20-50cm
2.0,1.0986122886681098,50-100cm
3.7,1.547562508716013,0-20cm
2.8,1.33500106673234,20-50cm
2.7,1.308332819650179,>100cm
5.6,1.8870696490323797,0-20cm
5.3,1.840549633397487,20-50cm
4.2,1.6486586255873816,50-100cm
2.9,1.3609765531356006,0-20cm
2.1,1.1314021114911006,20-50cm
1.7,0.9932517730102833,>100cm
2.5,1.252762968495368,0-20cm
1.4,0.8754687373538999,20-50cm
2.0,1.0986122886681098,0-20cm
1.3,0.832909122935104,20-50cm
1.0,0.6931471805599453,50-100cm
4.2,1.6486586255873816,0-20cm
3.8,1.5686159179138452,20-50cm
3.8,1.5686159179138452,0-20cm
3.6,1.5260563034950494,20-50cm
4.0,1.6094379124341003,50-100cm
8.8,2.2823823856765264,0-20cm
6.5,2.0149030205422647,20-50cm
4.2,1.6486586255873816,50-100cm
5.9,1.9315214116032138,0-20cm
4.3,1.667706820558076,20-50cm
4.6,1.7227665977411035,50-100cm
1.9,1.0647107369924282,0-20cm
2.3,1.1939224684724346,20-50cm
11.5,2.5257286443082556,0-20cm
8.3,2.2300144001592104,20-50cm
2.7,1.308332819650179,>100cm
4.9,1.7749523509116738,0-20cm
3.1,1.410986973710262,20-50cm
4.3,1.667706820558076,0-20cm
7.2,2.1041341542702074,20-50cm
1.4,0.8754687373538999,50-100cm
3.8,1.5686159179138452,0-20cm
3.3,1.4586150226995167,20-50cm
4.7,1.7404661748405046,20-50cm
5.7,1.9021075263969205,0-20cm
7.6,2.151762203259462,0-20cm
7.0,2.0794415416798357,20-50cm
6.9,2.066862759472976,50-100cm
8.5,2.2512917986064953,50-100cm
3.3,1.4586150226995167,0-20cm
3.6,1.5260563034950494,20-50cm
2.3,1.1939224684724346,50-100cm
3.5,1.5040773967762742,50-100cm
12.1,2.5726122302071057,0-20cm
4.8,1.7578579175523736,20-50cm
3.9,1.589235205116581,50-100cm
6.9,2.066862759472976,0-20cm
5.9,1.9315214116032138,20-50cm
5.5,1.8718021769015913,50-100cm
4.9,1.7749523509116738,0-20cm
2.6,1.2809338454620642,20-50cm
1.9,1.0647107369924282,50-100cm
3.5,1.5040773967762742,0-20cm
1.9,1.0647107369924282,20-50cm
2.6,1.2809338454620642,50-100cm
3.6,1.5260563034950494,0-20cm
2.9,1.3609765531356006,20-50cm
2.3,1.1939224684724346,50-100cm
4.9,1.7749523509116738,0-20cm
4.4,1.6863989535702288,50-100cm
3.2,1.4350845252893227,0-20cm
4.7,1.7404661748405046,20-50cm
3.7,1.547562508716013,0-20cm
2.2,1.1631508098056809,20-50cm
1.5,0.9162907318741551,>100cm
6.5,2.0149030205422647,0-20cm
3.4,1.4816045409242156,20-50cm
1.9,1.0647107369924282,50-100cm
2.2,1.1631508098056809,0-20cm
1.4,0.8754687373538999,20-50cm
7.0,2.0794415416798357,0-20cm
2.4,1.2237754316221157,20-50cm
1.6,0.9555114450274363,>100cm
3.5,1.5040773967762742,0-20cm
3.4,1.4816045409242156,20-50cm
2.2,1.1631508098056809,50-100cm
3.6,1.5260563034950494,0-20cm
3.7,1.547562508716013,20-50cm
3.2,1.4350845252893227,50-100cm
8.2,2.2192034840549946,0-20cm
6.0,1.9459101490553132,20-50cm
4.5,1.7047480922384253,0-20cm
3.2,1.4350845252893227,20-50cm
2.8,1.33500106673234,0-20cm
2.9,1.3609765531356006,20-50cm
1.3,0.832909122935104,50-100cm
2.8,1.33500106673234,0-20cm
2.0,1.0986122886681098,20-50cm
1.6,0.9555114450274363,50-100cm
4.9,1.7749523509116738,0-20cm
3.1,1.410986973710262,20-50cm
1.8,1.0296194171811583,>100cm
1.6,0.9555114450274363,0-20cm
1.5,0.9162907318741551,20-50cm
1.4,0.8754687373538999,50-100cm
4.1,1.62924053973028,0-20cm
4.3,1.667706820558076,20-50cm
4.2,1.6486586255873816,50-100cm
25.0,3.258096538021482,0-20cm
9.2,2.322387720290225,20-50cm
4.6,1.7227665977411035,20-50cm
7.9,2.186051276738094,0-20cm
4.8,1.7578579175523736,20-50cm
2.2,1.1631508098056809,50-100cm
0.8,0.5877866649021191,0-20cm
13.2,2.653241964607215,0-20cm
1.5,0.9162907318741551,0-20cm
3.7,1.547562508716013,0-20cm
1.5,0.9162907318741551,0-20cm
1.2,0.7884573603642702,0-20cm
1.6,0.9555114450274363,0-20cm
1.0,0.6931471805599453,0-20cm
0.9,0.6418538861723948,0-20cm
2.0,1.0986122886681098,0-20cm
3.2,1.4350845252893227,50-100cm
10.5,2.4423470353692043,0-20cm
7.7,2.1633230256605382,20-50cm
4.3,1.667706820558076,0-20cm
5.2,1.824549292051046,0-20cm
5.1,1.8082887711792655,0-20cm
2.6,1.2809338454620642,20-50cm
2.4,1.2237754316221157,0-20cm
1.9,1.0647107369924282,20-50cm
1.8,1.0296194171811583,50-100cm
3.7,1.547562508716013,0-20cm
1.8,1.0296194171811583,20-50cm
1.8,1.0296194171811583,50-100cm
9.1,2.312535423847214,0-20cm
22.0,3.1354942159291497,0-20cm
17.9,2.9391619220655967,20-50cm
14.0,2.70805020110221,0-20cm
3.6,1.5260563034950494,0-20cm
5.2,1.824549292051046,20-50cm
2.9,1.3609765531356006,0-20cm
1.1,0.7419373447293773,20-50cm
5.9,1.9315214116032138,0-20cm
4.2,1.6486586255873816,0-20cm
1.7,0.9932517730102833,20-50cm
4.3,1.667706820558076,0-20cm
6.3225058,1.9909525917986457,0-20cm
1.218097448,0.7966498230397037,0-20cm
2.726218097,1.3153938042827849,20-50cm
0.986078886,0.6861622858814522,50-100cm
2.842227378,1.3460522447919403,50-100cm
19.02552204,2.997007562027855,0-20cm
20.93967517,3.088296649359179,20-50cm
2.552204176,1.2675683054598799,20-50cm
4.002320186,1.6099018420021345,50-100cm
1.56612529,0.9423970919694907,50-100cm
4.060324826,1.6214306761006323,0-20cm
6.032482599,1.9505397870098125,20-50cm
2.204176334,1.1644550632722352,20-50cm
4.292343387,1.666261132091644,0-20cm
1.972157773,1.0892882119202307,20-50cm
4.002320186,1.6099018420021345,20-50cm
3.654292343,1.5377898783348827,50-100cm
5.974477958,1.94225748017524,>100cm
7.656612529,2.158323483117142,0-20cm
3.480278422,1.4996851922636585,20-50cm
2.262180974,1.1823959821203476,20-50cm
0.986078886,0.6861622858814522,50-100cm
3.016241299,1.3903464649967827,0-20cm
2.668213457,1.2997047470848513,20-50cm
1.856148492,1.0494740361229478,50-100cm
2.900232019,1.361036043417301,50-100cm
1.50812065,0.9195337276742209,>100cm
5.452436195,1.8644577641463982,0-20cm
2.088167053,1.1275777281734074,0-20cm
1.740139211,1.0080087260436568,20-50cm
1.392111369,0.8721763939510395,50-100cm
1.798143852,1.0289562873591707,50-100cm
3.364269142,1.4734507393046723,0-20cm
3.944315545,1.5982385419455967,20-50cm
3.886310905,1.586437602616289,50-100cm
4.234338747,1.6552405224951414,0-20cm
4.872389791,1.7702616704101632,0-20cm
3.480278422,1.4996851922636585,20-50cm
2.900232019,1.361036043417301,50-100cm
3.828306265,1.5744957363932024,0-20cm
7.308584687,2.1172892799217724,20-50cm
5.278422274,1.8371187186617233,20-50cm
4.814385151,1.7603350453845883,50-100cm
4.75638051,1.7503088935114712,0-20cm
2.030162413,1.1086162197349259,20-50cm
2.784222738,1.3308405125650895,50-100cm
3.596287703,1.5252489565912695,0-20cm
2.262180974,1.1823959821203476,0-20cm
1.798143852,1.0289562873591707,20-50cm
1.56612529,0.9423970919694907,50-100cm
4.524361949,1.709167756391095,0-20cm
2.784222738,1.3308405125650895,20-50cm
3.19025522,1.4327616437735151,50-100cm
4.234338747,1.6552405224951414,0-20cm
2.958236659,1.3757986379648754,20-50cm
3.07424594,1.404685684171041,50-100cm
4.524361949,1.709167756391095,0-20cm
1.972157773,1.0892882119202307,20-50cm
1.334106729,0.8476292607537498,20-50cm
5.104408353,1.809011190990897,0-20cm
3.306264501,1.4600708232052213,20-50cm
1.856148492,1.0494740361229478,50-100cm
2.262180974,1.1823959821203476,0-20cm
2.146171694,1.1461863784806638,20-50cm
2.784222738,1.3308405125650895,50-100cm
3.07424594,1.404685684171041,50-100cm
4.75638051,1.7503088935114712,0-20cm
9.744779582,2.3744200163428864,20-50cm
7.714617169,2.165001750181541,50-100cm
3.480278422,1.4996851922636585,0-20cm
2.668213457,1.2997047470848513,20-50cm
2.900232019,1.361036043417301,50-100cm
11.83294664,2.5520158202236005,0-20cm
2.262180974,1.1823959821203476,0-20cm
1.392111369,0.8721763939510395,20-50cm
1.50812065,0.9195337276742209,50-100cm
1.102088167,0.7429312159138453,50-100cm
6.960556845,2.0744989528115365,0-20cm
1.56612529,0.9423970919694907,20-50cm
3.07424594,1.404685684171041,20-50cm
2.320185615,1.200020689498126,50-100cm
6.26450116,1.9829996312098825,0-20cm
2.668213457,1.2997047470848513,20-50cm
2.610208817,1.2837656147162086,50-100cm
2.030162413,1.1086162197349259,50-100cm
8.700696056,2.2721976412853455,0-20cm
1.740139211,1.0080087260436568,0-20cm
1.914153132,1.069579256838409,50-100cm
1.798143852,1.0289562873591707,>100cm
2.262180974,1.1823959821203476,0-20cm
1.50812065,0.9195337276742209,20-50cm
1.044083527,0.7149495359879368,50-100cm
4.176334107,1.6440971043812276,0-20cm
1.56612529,0.9423970919694907,0-20cm
1.160092807,0.7701511869767564,20-50cm
1.392111369,0.8721763939510395,50-100cm
8.062645012,2.2041610213769114,0-20cm
3.480278422,1.4996851922636585,0-20cm
0.696055684,0.5283053693779048,20-50cm
0.580046404,0.4574542162278497,20-50cm
1.044083527,0.7149495359879368,50-100cm
4.524361949,1.709167756391095,0-20cm
2.668213457,1.2997047470848513,20-50cm
2.378190255,1.2173401385876361,20-50cm
2.668213457,1.2997047470848513,50-100cm
7.83062645,2.17822595773921,0-20cm
2.842227378,1.3460522447919403,20-50cm
2.842227378,1.3460522447919403,50-100cm
2.842227378,1.3460522447919403,>100cm
23.66589327,3.2054214501255966,0-20cm
18.21345708,2.955610923108675,20-50cm
19.60556845,3.0255613523743263,50-100cm
14.15313225,2.7182072597606304,50-100cm
37.18097448,3.6423373412825213,0-20cm
12.18097448,2.5787744626082816,20-50cm
8.004640371,2.1977400412396495,50-100cm
29.46635731,3.4166230358017122,0-20cm
23.95591647,3.2171109271520586,20-50cm
30.51044084,3.4503189461505306,0-20cm
30.7424594,3.4576551979186982,20-50cm
5.162412993,1.818468420486176,0-20cm
3.07424594,1.404685684171041,20-50cm
4.176334107,1.6440971043812276,>100cm
5.046403712,1.7994636675319253,0-20cm
1.972157773,1.0892882119202307,20-50cm
1.56612529,0.9423970919694907,>100cm
7.424593968,2.1311552813678727,0-20cm
3.886310905,1.586437602616289,20-50cm
3.306264501,1.4600708232052213,50-100cm
2.726218097,1.3153938042827849,50-100cm
20.06960557,3.0478315076598608,0-20cm
8.526682135,2.254096507520187,0-20cm
5.974477958,1.94225748017524,50-100cm
16.00928074,2.8337591209752473,0-20cm
8.004640371,2.1977400412396495,0-20cm
4.75638051,1.7503088935114712,20-50cm
13.97911833,2.7066571198816627,0-20cm
8.236658933,2.223180232927466,20-50cm
2.958236659,1.3757986379648754,50-100cm
15.83526682,2.8234759016112907,0-20cm
6.032482599,1.9505397870098125,20-50cm
4.176334107,1.6440971043812276,50-100cm
3.07424594,1.404685684171041,50-100cm
17.63341067,2.924956241931558,0-20cm
4.466357309,1.6986124547437058,50-100cm
2.784222738,1.3308405125650895,>100cm
7.88863109,2.1847730545420854,0-20cm
1.740139211,1.0080087260436568,20-50cm
1.682134571,0.9866129592159453,50-100cm
1.856148492,1.0494740361229478,>100cm
37.52900232,3.6514112647134107,0-20cm
19.02552204,2.997007562027855,0-20cm
14.44315545,2.7371658922395445,20-50cm
10.84686775,2.4720635077466433,50-100cm
15.0812065,2.7776512920306557,0-20cm
9.628770302,2.363564503818358,20-50cm
14.32714617,2.7296255157364815,0-20cm
7.946635731,2.191277565642508,0-20cm
27.49419954,3.3497005416483185,0-20cm
29.11832947,3.4051339389101924,20-50cm
24.01392111,3.2194325142878886,50-100cm
29.98839907,3.433612910897653,0-20cm
24.47795824,3.237813695625101,0-20cm
8.468677494,2.2479892452809844,0-20cm
1.62412993,0.9647493858620633,20-50cm
1.392111369,0.8721763939510395,50-100cm
11.774942,2.547485595962045,0-20cm
4.69837587,1.7401811991510703,20-50cm
6.032482599,1.9505397870098125,0-20cm
3.480278422,1.4996851922636585,20-50cm
3.538283063,1.5125487605692358,50-100cm
26.97215777,3.331209650108854,0-20cm
32.77262181,3.5196504686358594,0-20cm
42.57540603,3.7744929093202173,50-100cm
29.98839907,3.433612910897653,0-20cm
26.91415313,3.3291338408491518,20-50cm
16.58932715,2.8672923061702056,0-20cm
1.798143852,1.0289562873591707,20-50cm
7.83062645,2.17822595773921,0-20cm
2.610208817,1.2837656147162086,20-50cm
4.466357309,1.6986124547437058,50-100cm
30.56844548,3.4521580609394324,0-20cm
19.2575406,3.0085270995467117,0-20cm
3.016241299,1.3903464649967827,0-20cm
2.146171694,1.1461863784806638,0-20cm
1.740139211,1.0080087260436568,20-50cm
11.60092807,2.533770467594143,50-100cm
23.37587007,3.1935937114263404,0-20cm
13.57308585,2.6791763925655667,0-20cm
46.17169374,3.8537940037958958,0-20cm
21.51972158,3.114391439962382,0-20cm
12.00696056,2.565484641863583,0-20cm
25.05800464,3.260325000845042,0-20cm
5.684454756,1.899784644923856,0-20cm
26.27610209,3.30601093750226,0-20cm
18.03944316,2.946512783137233,0-20cm
7.7,2.1633230256605382,0-20cm
4.3,1.667706820558076,20-50cm
4.3,1.667706820558076,50-100cm
3.9,1.589235205116581,50-100cm
12.3,2.5877640352277083,0-20cm
6.9,2.066862759472976,20-50cm
5.7,1.9021075263969205,50-100cm
3.3,1.4586150226995167,50-100cm
5.2,1.824549292051046,0-20cm
5.7,1.9021075263969205,20-50cm
8.7,2.272125885509337,50-100cm
9.6,2.3608540011180215,0-20cm
6.0,1.9459101490553132,50-100cm
4.8,1.7578579175523736,50-100cm
4.3,1.667706820558076,>100cm
8.7,2.272125885509337,0-20cm
4.0,1.6094379124341003,20-50cm
3.9,1.589235205116581,20-50cm
2.3,1.1939224684724346,50-100cm
1.8,1.0296194171811583,50-100cm
13.9,2.7013612129514133,0-20cm
5.7,1.9021075263969205,50-100cm
2.8,1.33500106673234,>100cm
13.7,2.6878474937846906,0-20cm
12.4,2.5952547069568657,20-50cm
5.9,1.9315214116032138,50-100cm
26.2,3.3032169733019514,0-20cm
29.3,3.4111477125153233,20-50cm
4.8,1.7578579175523736,50-100cm
2.7,1.308332819650179,>100cm
6.9,2.066862759472976,>100cm
15.9,2.827313621929028,0-20cm
7.8,2.174751721484161,0-20cm
11.0,2.4849066497880004,0-20cm
4.4,1.6863989535702288,0-20cm
3.6,1.5260563034950494,20-50cm
3.8,1.5686159179138452,50-100cm
6.7,2.0412203288596382,0-20cm
5.0,1.791759469228055,0-20cm
6.5,2.0149030205422647,20-50cm
4.1,1.62924053973028,50-100cm
4.5,1.7047480922384253,0-20cm
2.6,1.2809338454620642,20-50cm
1.8,1.0296194171811583,50-100cm
12.3,2.5877640352277083,0-20cm
3.5,1.5040773967762742,20-50cm
3.3,1.4586150226995167,50-100cm
2.5,1.252762968495368,50-100cm
23.4,3.1945831322991562,0-20cm
10.2,2.4159137783010487,20-50cm
6.9,2.066862759472976,50-100cm
6.8,2.0541237336955462,50-100cm
28.7,3.391147045808654,0-20cm
25.1,3.261935314328648,0-20cm
11.7,2.5416019934645457,0-20cm
3.54,1.5129270120532565,20-50cm
17.7,2.928523523860541,0-20cm
3.4,1.4816045409242156,0-20cm
10.5,2.4423470353692043,0-20cm
4.01,1.6114359150967734,0-20cm
3.31,1.4609379041156565,20-50cm
4.17,1.6428726885203377,50-100cm
8.0,2.1972245773362196,0-20cm
7.1,2.0918640616783932,20-50cm
10.8,2.468099531471619,50-100cm
15.2,2.785011242238338,0-20cm
7.8,2.174751721484161,0-20cm
6.7,2.0412203288596382,20-50cm
7.1,2.0918640616783932,50-100cm
5.5,1.8718021769015913,0-20cm
3.5,1.5040773967762742,0-20cm
3.0,1.3862943611198906,20-50cm
3.7,1.547562508716013,50-100cm
6.7,2.0412203288596382,0-20cm
3.6,1.5260563034950494,20-50cm
5.1,1.8082887711792655,20-50cm
15.8,2.8213788864092133,0-20cm
3.2,1.4350845252893227,20-50cm
0.6,0.4700036292457355,20-50cm
2.6,1.2809338454620642,0-20cm
4.2,1.6486586255873816,20-50cm
2.9,1.3609765531356006,20-50cm
1.2,0.7884573603642702,50-100cm
14.1,2.714694743820879,0-20cm
6.1,1.9600947840472698,20-50cm
9.0,2.302585092994046,20-50cm
4.1,1.62924053973028,0-20cm
5.5,1.8718021769015913,20-50cm
4.5,1.7047480922384253,20-50cm
2.2,1.1631508098056809,50-100cm
2.5,1.252762968495368,>100cm
24.8,3.250374491927572,0-20cm
10.6,2.451005098112319,0-20cm
3.0,1.3862943611198906,20-50cm
2.0,1.0986122886681098,50-100cm
5.8,1.916922612182061,0-20cm
12.7,2.617395832834079,20-50cm
16.4,2.856470206220483,50-100cm
1.9,1.0647107369924282,>100cm
32.1,3.4995332823830174,0-20cm
4.7,1.7404661748405046,20-50cm
10.2,2.4159137783010487,0-20cm
4.9,1.7749523509116738,0-20cm
9.5,2.3513752571634776,20-50cm
5.9,1.9315214116032138,20-50cm
18.3,2.9601050959108397,0-20cm
7.0,2.0794415416798357,0-20cm
9.2,2.322387720290225,0-20cm
5.5,1.8718021769015913,20-50cm
2.2,1.1631508098056809,20-50cm
4.9,1.7749523509116738,0-20cm
3.2,1.4350845252893227,20-50cm
2.4,1.2237754316221157,50-100cm
2.8,1.33500106673234,0-20cm
1.5,0.9162907318741551,20-50cm
5.7,1.9021075263969205,0-20cm
3.7,1.547562508716013,20-50cm
2.4,1.2237754316221157,50-100cm
1.9,1.0647107369924282,50-100cm
9.9,2.388762789235098,0-20cm
3.7,1.547562508716013,0-20cm
2.4,1.2237754316221157,20-50cm
2.6,1.2809338454620642,50-100cm
6.4,2.0014800002101243,0-20cm
3.3,1.4586150226995167,20-50cm
2.1,1.1314021114911006,20-50cm
6.2,1.9740810260220096,0-20cm
3.2,1.4350845252893227,0-20cm
3.3,1.4586150226995167,50-100cm
1.1,0.7419373447293773,50-100cm
4.8,1.7578579175523736,0-20cm
1.9,1.0647107369924282,20-50cm
1.6,0.9555114450274363,50-100cm
3.0,1.3862943611198906,50-100cm
1.3,0.832909122935104,50-100cm
4.5,1.7047480922384253,0-20cm
1.2,0.7884573603642702,20-50cm
4.7,1.7404661748405046,50-100cm
7.2,2.1041341542702074,0-20cm
2.4,1.2237754316221157,20-50cm
